-2.26154,53.447607
-2.261542,53.447613
-2.261546,53.447619
-2.261547,53.447626
-2.261546,53.447632
-2.261545,53.447642
-2.261541,53.447658
-2.261536,53.447672
-2.261528,53.447688
-2.261523,53.447704
-2.261531,53.44772
-2.261541,53.447739
-2.261547,53.44776
-2.26155,53.447777
-2.26156,53.447792
-2.26157,53.447809
-2.261574,53.44783
-2.261564,53.447857
-2.261548,53.447888
-2.261529,53.447917
-2.261504,53.447947
-2.261465,53.447976
-2.261408,53.448001
-2.261342,53.448017
-2.261274,53.448024
-2.261185,53.448032
-2.261083,53.448034
-2.261004,53.448034
-2.260944,53.44803
-2.260904,53.448018
-2.260854,53.448007
-2.260798,53.448
-2.260728,53.447997
-2.260658,53.447996
-2.260597,53.447998
-2.260543,53.448001
-2.260485,53.448002
-2.260427,53.448006
-2.260367,53.448009
-2.260309,53.44801
-2.260235,53.44802
-2.26016,53.448024
-2.260096,53.448032
-2.260042,53.448034
-2.259987,53.448036
-2.259929,53.448039
-2.259867,53.448038
-2.259734,53.44806
-2.259711,53.448052
-2.25967,53.448051
-2.259528,53.448036
-2.259446,53.448037
-2.259373,53.448043
-2.259305,53.448051
-2.259239,53.448057
-2.25916,53.448062
-2.259083,53.448065
-2.259014,53.448067
-2.25895,53.448065
-2.258882,53.448059
-2.258811,53.448053
-2.258752,53.44805
-2.258678,53.44805
-2.258609,53.448049
-2.258553,53.448045
-2.258501,53.448038
-2.258451,53.448031
-2.258392,53.448029
-2.258333,53.448032
-2.258265,53.448034
-2.258196,53.448036
-2.25813,53.448037
-2.258077,53.448037
-2.258037,53.448037
-2.257988,53.448037
-2.257929,53.448039
-2.257875,53.448039
-2.257824,53.448035
-2.257775,53.448032
-2.257719,53.448032
-2.257664,53.448033
-2.257598,53.448032
-2.257522,53.448032
-2.257454,53.448039
-2.257388,53.448042
-2.257326,53.448037
-2.25727,53.448056
-2.257233,53.448065
-2.257211,53.448098
-2.257226,53.448149
-2.257236,53.448196
-2.257247,53.44824
-2.257241,53.448276
-2.257238,53.448316
-2.25722,53.448342
-2.257223,53.448387
-2.257207,53.448448
-2.257207,53.448495
-2.257198,53.448542
-2.257206,53.448588
-2.257213,53.448637
-2.257216,53.448674
-2.257217,53.448727
-2.257223,53.448785
-2.257235,53.448836
-2.257259,53.448888
-2.257282,53.448936
-2.257316,53.44899
-2.257346,53.449035
-2.257387,53.449078
-2.257422,53.449124
-2.257447,53.44916
-2.257507,53.449193
-2.257558,53.449247
-2.257581,53.449292
-2.257607,53.449334
-2.257624,53.44938
-2.257655,53.449437
-2.257675,53.449483
-2.257688,53.449532
-2.257707,53.44958
-2.257715,53.449623
-2.257737,53.449671
-2.257723,53.449728
-2.257691,53.449786
-2.257665,53.449842
-2.257637,53.449895
-2.25763,53.449949
-2.257635,53.450001
-2.257638,53.450046
-2.25767,53.450089
-2.257693,53.450147
-2.257668,53.450181
-2.25763,53.450222
-2.257646,53.450277
-2.257646,53.45033
-2.257646,53.450377
-2.25766,53.450431
-2.257667,53.450491
-2.257669,53.450538
-2.257691,53.450587
-2.257689,53.450639
-2.257697,53.450701
-2.257665,53.450742
-2.257634,53.450768
-2.257589,53.450794
-2.257574,53.450845
-2.257576,53.450899
-2.257578,53.450952
-2.257585,53.451002
-2.257586,53.451046
-2.257576,53.451091
-2.257576,53.451146
-2.257559,53.45119
-2.257549,53.451251
-2.257553,53.451305
-2.25755,53.451365
-2.257529,53.451435
-2.257546,53.451466
-2.25751,53.45152
-2.257561,53.451549
-2.257606,53.451581
-2.25764,53.451613
-2.257628,53.451665
-2.257632,53.45169
-2.257611,53.451719
-2.25761,53.451735
-2.257616,53.451788
-2.257599,53.451839
-2.257562,53.451901
-2.257563,53.451935
-2.257576,53.451976
-2.257565,53.452017
-2.257566,53.452075
-2.257561,53.452122
-2.257553,53.452166
-2.257554,53.452215
-2.257551,53.452267
-2.257546,53.452309
-2.257547,53.452353
-2.257517,53.452426
-2.2575,53.452475
-2.257482,53.452522
-2.25746,53.452569
-2.257432,53.452613
-2.257401,53.452657
-2.257375,53.452702
-2.257354,53.452741
-2.257331,53.45278
-2.257307,53.452822
-2.257278,53.452864
-2.257245,53.452909
-2.257219,53.452953
-2.257202,53.452995
-2.257191,53.453036
-2.257187,53.45308
-2.257188,53.453116
-2.257188,53.453147
-2.257181,53.453177
-2.257168,53.453214
-2.257167,53.453254
-2.257167,53.453289
-2.257165,53.453318
-2.25716,53.45334
-2.257149,53.453363
-2.257131,53.453387
-2.257084,53.453409
-2.257052,53.453425
-2.257046,53.453443
-2.256996,53.453477
-2.25694,53.453494
-2.256878,53.453516
-2.256805,53.453535
-2.256719,53.45356
-2.256662,53.453588
-2.256637,53.453607
-2.256569,53.453628
-2.256507,53.453651
-2.25645,53.453672
-2.25639,53.453694
-2.25633,53.453715
-2.256275,53.453737
-2.25623,53.453749
-2.25615,53.453762
-2.256089,53.45378
-2.256027,53.453803
-2.25596,53.45383
-2.255888,53.453856
-2.255822,53.453884
-2.255741,53.453909
-2.255683,53.453937
-2.255622,53.453951
-2.255559,53.453975
-2.255479,53.453998
-2.255406,53.454021
-2.255345,53.454045
-2.255284,53.454069
-2.255226,53.454091
-2.255158,53.454104
-2.25512,53.454118
-2.255048,53.454148
-2.254991,53.454163
-2.254948,53.454197
-2.254878,53.454221
-2.254829,53.454237
-2.254781,53.454259
-2.254713,53.454287
-2.254657,53.454311
-2.25461,53.454332
-2.254549,53.454356
-2.254488,53.454381
-2.254428,53.454406
-2.254371,53.454431
-2.254311,53.454455
-2.254254,53.454479
-2.254199,53.454502
-2.254141,53.454527
-2.254086,53.45455
-2.25403,53.454573
-2.253965,53.454597
-2.253902,53.45462
-2.253845,53.454641
-2.253782,53.454662
-2.253726,53.454687
-2.253664,53.454706
-2.253594,53.454729
-2.253534,53.454752
-2.253461,53.454776
-2.253402,53.454801
-2.25334,53.454814
-2.253282,53.45483
-2.253223,53.454855
-2.253155,53.454878
-2.253095,53.454903
-2.253029,53.45493
-2.252953,53.454941
-2.252893,53.454963
-2.25284,53.454981
-2.252788,53.454997
-2.252725,53.455013
-2.252664,53.455026
-2.252609,53.45504
-2.25257,53.455051
-2.252538,53.455068
-2.252507,53.455093
-2.25248,53.455124
-2.252463,53.455159
-2.252458,53.455188
-2.252458,53.455212
-2.25246,53.455234
-2.252459,53.455258
-2.252456,53.455276
-2.252448,53.455287
-2.252424,53.455297
-2.252411,53.455311
-2.252445,53.455339
-2.252437,53.455366
-2.252421,53.455405
-2.252405,53.455443
-2.252401,53.455486
-2.25239,53.455525
-2.252381,53.455571
-2.252363,53.455615
-2.25236,53.455662
-2.2524,53.455711
-2.2524,53.455758
-2.252395,53.455813
-2.252395,53.455865
-2.252382,53.455917
-2.252374,53.455957
-2.252372,53.456007
-2.252361,53.456049
-2.252375,53.4561
-2.252384,53.456148
-2.252378,53.456205
-2.252375,53.456252
-2.252384,53.456295
-2.252394,53.456365
-2.252407,53.45642
-2.252381,53.456434
-2.252385,53.456491
-2.252382,53.456536
-2.252376,53.456577
-2.252383,53.456629
-2.252372,53.456683
-2.252374,53.456734
-2.252358,53.456779
-2.252331,53.45683
-2.252313,53.45687
-2.252318,53.456911
-2.252328,53.45698
-2.252317,53.457031
